TRDTYPE,USASTATE,COMMODITY2,DISAGMOT,MEXSTATE,CANPROV,COUNTRY,VALUE,SHIPWT,FREIGHT_CHARGES,DF,CONTCODE,MONTH,YEAR
1,AL,59,5,,XA,1220,11722,0,273,1,X,01,2015
1,AL,59,5,,XC,1220,20952,0,428,1,X,01,2015
1,AL,59,5,,XM,1220,157747,0,2672,1,X,01,2015
1,AL,59,5,,XM,1220,5496,0,608,2,X,01,2015
1,AL,59,5,,XO,1220,754471,0,11966,1,X,01,2015
1,AL,59,5,,XO,1220,66001,0,2052,2,X,01,2015
1,AL,59,5,,XQ,1220,79852,0,1388,1,X,01,2015
1,AL,59,5,,XQ,1220,10817,0,158,2,X,01,2015
1,AL,59,5,BC,,2010,72451,0,0,1,0,01,2015
1,AL,59,5,CH,,2010,7015,0,0,2,0,01,2015
1,AL,59,5,DF,,2010,125290,0,0,1,0,01,2015
1,AL,59,5,DG,,2010,156491,0,0,2,0,01,2015
1,AL,59,5,JA,,2010,55499,0,0,1,0,01,2015
1,AL,59,5,MX,,2010,17837,0,0,1,0,01,2015
1,AL,59,5,NL,,2010,8555,0,0,1,0,01,2015
1,AL,59,5,PU,,2010,77773,0,0,1,0,01,2015
1,AL,59,5,QR,,2010,104576,0,0,1,0,01,2015
1,AL,60,5,,XO,1220,2713,0,146,1,X,01,2015
1,AL,61,3,,XO,1220,7437,3347,536,2,X,01,2015
1,AL,61,5,,XM,1220,4175,0,81,1,X,01,2015
1,AL,61,5,,XO,1220,271569,0,4319,2,X,01,2015
1,AL,61,5,,XQ,1220,22978,0,551,2,X,01,2015
1,AL,61,5,CO,,2010,21578,0,0,2,0,01,2015
1,AL,61,5,NL,,2010,27345,0,0,2,0,01,2015
1,AL,62,5,,XC,1220,2676,0,42,2,X,01,2015
1,AL,62,5,,XM,1220,3032,0,98,2,X,01,2015
1,AL,62,5,,XO,1220,31744,0,395,1,X,01,2015
1,AL,62,5,,XO,1220,81852,0,1447,2,X,01,2015
1,AL,62,5,,XQ,1220,40511,0,399,1,X,01,2015
1,AL,62,5,,XQ,1220,54705,0,1468,2,X,01,2015
1,AL,62,5,CO,,2010,40239,0,0,2,0,01,2015
1,AL,62,5,NL,,2010,19713,0,0,2,0,01,2015
1,AL,63,3,,XA,1220,3047,30,115,1,X,01,2015
1,AL,63,3,XX,,2010,3150,539,0,1,0,01,2015
1,AL,63,5,,XO,1220,44381,0,975,1,X,01,2015
1,AL,63,5,DF,,2010,29250,0,0,1,0,01,2015
1,AL,63,5,HG,,2010,6048,0,0,1,0,01,2015
1,AL,63,5,MX,,2010,2914,0,0,1,0,01,2015
1,AL,63,6,,XM,1220,7926,0,207,1,X,01,2015
1,AL,64,5,,XM,1220,24140,0,323,2,X,01,2015
1,AL,65,5,,XQ,1220,2808,0,148,1,X,01,2015
1,AL,68,3,,XA,1220,3328,20,148,1,X,01,2015
1,AL,68,3,XX,,2010,7720,84,0,1,0,01,2015
1,AL,68,5,,XB,1220,38071,0,3712,1,X,01,2015
1,AL,68,5,,XC,1220,4435,0,103,1,X,01,2015
1,AL,68,5,,XO,1220,308980,0,9662,1,X,01,2015
1,AL,68,5,,XQ,1220,2635,0,26,1,X,01,2015
1,AL,68,5,MX,,2010,27820,0,0,1,0,01,2015
1,AL,68,6,,XA,1220,334434,0,4756,1,X,01,2015
1,AL,68,6,,XO,1220,286274,0,2832,1,X,01,2015
1,AL,68,6,,XQ,1220,12213,0,121,1,X,01,2015
1,AL,68,6,MX,,2010,45474,0,0,1,0,01,2015
1,AL,69,5,,XO,1220,322437,0,16276,1,X,01,2015
1,AL,69,5,,XO,1220,10151,0,221,2,X,01,2015
1,AL,69,5,,XQ,1220,22959,0,2874,1,X,01,2015
1,AL,69,5,GT,,2010,8835,0,0,1,0,01,2015
1,AL,69,5,NL,,2010,208393,0,0,1,1,01,2015
1,AL,69,6,,XQ,1220,455686,0,32513,1,X,01,2015
1,AL,70,3,,XA,1220,45011,3751,813,1,X,01,2015
1,AL,70,3,,XO,1220,19565,1631,246,1,X,01,2015
1,AL,70,3,,XQ,1220,27002,2250,538,1,X,01,2015
1,AL,70,5,,XA,1220,22294,0,1201,1,X,01,2015
1,AL,70,5,,XB,1220,170127,0,1838,1,X,01,2015
1,AL,70,5,,XC,1220,33283,0,826,1,X,01,2015
1,AL,70,5,,XM,1220,91542,0,2080,1,X,01,2015
1,AL,70,5,,XO,1220,589187,0,16667,1,X,01,2015
1,AL,70,5,,XO,1220,174601,0,7844,2,X,01,2015
1,AL,70,5,,XQ,1220,119669,0,2537,1,X,01,2015
1,AL,70,5,BC,,2010,19948,0,0,1,0,01,2015
1,AL,70,5,JA,,2010,6239,0,0,1,0,01,2015
1,AL,70,5,MX,,2010,818749,0,0,1,0,01,2015
1,AL,70,5,NL,,2010,46372,0,0,1,0,01,2015
1,AL,70,5,TM,,2010,9780,0,0,1,0,01,2015
1,AL,70,5,TM,,2010,17558,0,0,2,0,01,2015
1,AL,70,5,VE,,2010,9372,0,0,1,0,01,2015
1,AL,71,3,,XA,1220,20547,1,82,2,X,01,2015
1,AL,71,5,AG,,2010,3253,0,0,1,0,01,2015
1,AL,71,5,TM,,2010,2895,0,0,2,0,01,2015
1,AL,72,1,XX,,2010,76466955,40412261,0,1,0,01,2015
1,AL,72,3,,XO,1220,4043,4201,99,1,X,01,2015
1,AL,72,5,,XA,1220,15761,0,308,1,X,01,2015
1,AL,72,5,,XC,1220,70611,0,1254,1,X,01,2015
1,AL,72,5,,XM,1220,320806,0,5299,1,X,01,2015
1,AL,72,5,,XO,1220,3838005,0,40617,1,X,01,2015
1,AL,72,5,,XO,1220,88212,0,81,2,X,01,2015
1,AL,72,5,,XQ,1220,145067,0,2481,1,X,01,2015
1,AL,72,5,,XS,1220,11861,0,230,1,X,01,2015
1,AL,72,5,AG,,2010,24420,0,0,1,0,01,2015
1,AL,72,5,CH,,2010,329120,0,0,1,0,01,2015
1,AL,72,5,CO,,2010,192893,0,0,1,0,01,2015
1,AL,72,5,DF,,2010,60498,0,0,1,0,01,2015
1,AL,72,5,GT,,2010,267771,0,0,1,0,01,2015
1,AL,72,5,HG,,2010,15280,0,0,1,0,01,2015
1,AL,72,5,NL,,2010,831668,0,0,1,0,01,2015
1,AL,72,5,NL,,2010,8856,0,0,2,0,01,2015
1,AL,72,5,PU,,2010,489917,0,0,1,0,01,2015
1,AL,72,5,SL,,2010,551786,0,0,1,0,01,2015
1,AL,72,5,SL,,2010,21706,0,0,2,0,01,2015
1,AL,72,5,SO,,2010,51312,0,0,1,0,01,2015
1,AL,72,5,TM,,2010,83166,0,0,1,0,01,2015
1,AL,72,5,ZA,,2010,56361,0,0,1,0,01,2015
1,AL,72,6,,XA,1220,523379,0,8245,1,X,01,2015
1,AL,72,6,,XC,1220,456667,0,8954,1,X,01,2015
1,AL,72,6,,XM,1220,79496,0,4601,1,X,01,2015
1,AL,72,6,,XO,1220,2692533,0,60290,1,X,01,2015
1,AL,72,6,,XQ,1220,807292,0,14625,1,X,01,2015
1,AL,72,6,AG,,2010,494337,0,0,1,0,01,2015
1,AL,72,6,CO,,2010,3850753,0,0,1,0,01,2015
1,AL,72,6,DF,,2010,640520,0,0,1,0,01,2015
1,AL,72,6,GT,,2010,251953,0,0,1,0,01,2015
1,AL,72,6,HG,,2010,592862,0,0,1,0,01,2015
1,AL,72,6,HG,,2010,2463991,0,0,1,1,01,2015
1,AL,72,6,NL,,2010,2275565,0,0,1,0,01,2015
1,AL,72,6,NL,,2010,331923,0,0,1,1,01,2015
1,AL,72,6,NL,,2010,14534,0,0,2,0,01,2015
1,AL,72,6,PU,,2010,97907,0,0,1,0,01,2015
1,AL,72,6,SL,,2010,4189851,0,0,1,0,01,2015
1,AL,72,6,SO,,2010,1515031,0,0,1,0,01,2015
1,AL,72,6,ZA,,2010,3199706,0,0,1,0,01,2015
1,AL,73,1,XX,,2010,12408799,664557,0,1,0,01,2015
1,AL,73,1,XX,,2010,430200,96605,0,1,1,01,2015
1,AL,73,3,,XA,1220,14648,1831,123,1,X,01,2015
1,AL,73,3,,XC,1220,4270,406,142,1,X,01,2015
1,AL,73,3,,XO,1220,5652,2496,107,1,X,01,2015
1,AL,73,5,,XA,1220,65615,0,2049,1,X,01,2015
1,AL,73,5,,XB,1220,9303,0,242,1,X,01,2015
1,AL,73,5,,XC,1220,636635,0,19828,1,X,01,2015
1,AL,73,5,,XC,1220,160135,0,1694,2,X,01,2015
1,AL,73,5,,XM,1220,687614,0,40023,1,X,01,2015
1,AL,73,5,,XO,1220,1460222,0,63680,1,X,01,2015
1,AL,73,5,,XO,1220,61495,0,2005,2,X,01,2015
1,AL,73,5,,XQ,1220,84555,0,8205,1,X,01,2015
1,AL,73,5,,XQ,1220,15821,0,1346,2,X,01,2015
1,AL,73,5,,XS,1220,66902,0,5553,1,X,01,2015
1,AL,73,5,BC,,2010,109712,0,0,1,0,01,2015
1,AL,73,5,BC,,2010,8419,0,0,2,0,01,2015
1,AL,73,5,CO,,2010,21495,0,0,1,0,01,2015
1,AL,73,5,DF,,2010,4970,0,0,1,0,01,2015
1,AL,73,5,DF,,2010,23561,0,0,2,0,01,2015
1,AL,73,5,GT,,2010,2722,0,0,1,0,01,2015
1,AL,73,5,JA,,2010,87731,0,0,1,0,01,2015
1,AL,73,5,MX,,2010,128104,0,0,1,0,01,2015
1,AL,73,5,MX,,2010,3661,0,0,2,0,01,2015
1,AL,73,5,NL,,2010,423827,0,0,1,0,01,2015
1,AL,73,5,NL,,2010,9762,0,0,2,0,01,2015
1,AL,73,5,PU,,2010,20416,0,0,1,0,01,2015
1,AL,73,5,SL,,2010,54828,0,0,1,0,01,2015
1,AL,73,5,SO,,2010,49566,0,0,1,0,01,2015
1,AL,73,5,TB,,2010,7852,0,0,2,0,01,2015
1,AL,73,5,TM,,2010,226495,0,0,1,0,01,2015
1,AL,73,5,TM,,2010,144771,0,0,2,0,01,2015
1,AL,73,6,,XA,1220,2852949,0,74240,1,X,01,2015
1,AL,73,6,,XC,1220,242800,0,3713,1,X,01,2015
1,AL,73,6,,XM,1220,102453,0,3712,1,X,01,2015
1,AL,73,6,,XO,1220,7110176,0,689127,1,X,01,2015
1,AL,73,6,,XS,1220,114874,0,82,1,X,01,2015
1,AL,73,6,HG,,2010,572400,0,0,1,1,01,2015
1,AL,74,5,,XA,1220,31418,0,836,2,X,01,2015
1,AL,74,5,,XB,1220,17355,0,637,2,X,01,2015
1,AL,74,5,,XO,1220,143116,0,2123,1,X,01,2015
1,AL,74,5,,XO,1220,345162,0,6398,2,X,01,2015
1,AL,74,5,,XQ,1220,52331,0,1026,1,X,01,2015
1,AL,74,5,AG,,2010,3879,0,0,2,0,01,2015
1,AL,74,5,CH,,2010,17669,0,0,1,0,01,2015
1,AL,74,5,DF,,2010,5352,0,0,1,0,01,2015
1,AL,74,5,JA,,2010,96671,0,0,1,0,01,2015
1,AL,74,5,MX,,2010,74465,0,0,1,0,01,2015
1,AL,74,5,NL,,2010,3299581,0,0,1,0,01,2015
1,AL,74,5,NL,,2010,29599,0,0,2,0,01,2015
1,AL,74,5,TM,,2010,49199,0,0,1,0,01,2015
1,AL,74,5,TM,,2010,7583,0,0,2,0,01,2015
1,AL,75,5,,XO,1220,152785,0,206,1,X,01,2015
1,AL,76,1,XX,,2010,33736,20983,0,1,0,01,2015
1,AL,76,3,,XQ,1220,8100,1044,190,1,X,01,2015
1,AL,76,3,XX,,2010,2941,450,0,2,0,01,2015
1,AL,76,5,,XC,1220,3579,0,61,1,X,01,2015
1,AL,76,5,,XM,1220,117733,0,4525,1,X,01,2015
1,AL,76,5,,XO,1220,1808385,0,87110,1,X,01,2015
1,AL,76,5,,XQ,1220,173904,0,3145,1,X,01,2015
1,AL,76,5,,XS,1220,26437,0,377,1,X,01,2015
1,AL,76,5,AG,,2010,220337,0,0,1,0,01,2015
1,AL,76,5,DF,,2010,758073,0,0,1,0,01,2015
1,AL,76,5,MX,,2010,316009,0,0,1,0,01,2015
1,AL,76,5,NL,,2010,5483738,0,0,1,0,01,2015
1,AL,76,5,QT,,2010,63327,0,0,1,0,01,2015
1,AL,76,5,SL,,2010,869284,0,0,1,0,01,2015
1,AL,76,5,TL,,2010,46174,0,0,1,0,01,2015
1,AL,76,5,TM,,2010,5184,0,0,2,0,01,2015
1,AL,76,6,,XA,1220,5222604,0,51675,1,X,01,2015
1,AL,76,6,MX,,2010,7700775,0,0,1,0,01,2015
1,AL,76,6,QT,,2010,2895650,0,0,1,0,01,2015
1,AL,76,6,ZA,,2010,646632,0,0,1,0,01,2015
1,AL,78,5,,XO,1220,69279,0,164,1,X,01,2015
1,AL,78,5,TM,,2010,5106,0,0,2,0,01,2015
1,AL,81,5,,XM,1220,10296,0,254,1,X,01,2015
1,AL,81,5,,XO,1220,491287,0,3268,1,X,01,2015
1,AL,81,5,,XQ,1220,28819,0,980,1,X,01,2015
1,AL,81,5,AG,,2010,3739,0,0,1,0,01,2015
1,AL,82,5,,XA,1220,3816,0,268,1,X,01,2015
1,AL,82,5,,XC,1220,50586,0,2937,1,X,01,2015
1,AL,82,5,,XM,1220,26475,0,1103,1,X,01,2015
1,AL,82,5,,XO,1220,53823,0,833,1,X,01,2015
1,AL,82,5,,XO,1220,213566,0,2110,2,X,01,2015
1,AL,82,5,,XQ,1220,35089,0,2247,1,X,01,2015
1,AL,82,5,BC,,2010,14416,0,0,1,0,01,2015
1,AL,82,5,CO,,2010,5446,0,0,1,0,01,2015
1,AL,82,5,DF,,2010,8982,0,0,2,0,01,2015
1,AL,82,5,DG,,2010,6924,0,0,1,0,01,2015
1,AL,82,5,DG,,2010,9731,0,0,2,0,01,2015
1,AL,82,5,JA,,2010,112094,0,0,1,0,01,2015
1,AL,82,5,SO,,2010,62286,0,0,1,0,01,2015
1,AL,82,5,TM,,2010,3054,0,0,1,0,01,2015
1,AL,82,5,TM,,2010,3642,0,0,2,0,01,2015
1,AL,83,3,,XM,1220,6330,781,82,1,X,01,2015
1,AL,83,3,XX,,2010,69819,62,0,1,0,01,2015
1,AL,83,5,,XC,1220,4368,0,85,1,X,01,2015
1,AL,83,5,,XM,1220,3404,0,86,1,X,01,2015
1,AL,83,5,,XO,1220,1543712,0,14584,1,X,01,2015
1,AL,83,5,,XO,1220,48103,0,1381,2,X,01,2015
1,AL,83,5,CO,,2010,52157,0,0,1,0,01,2015
1,AL,83,5,DF,,2010,10389,0,0,1,1,01,2015
1,AL,83,5,QT,,2010,69075,0,0,1,0,01,2015
1,AL,83,5,SL,,2010,6980,0,0,1,0,01,2015
1,AL,83,5,TM,,2010,9930,0,0,1,0,01,2015
1,AL,83,5,TM,,2010,7534,0,0,2,0,01,2015
1,AL,83,6,JA,,2010,7728,0,0,2,1,01,2015
1,AL,84,1,XX,,2010,4914339,209046,0,1,0,01,2015
1,AL,84,3,,XA,1220,271494,639,5507,1,X,01,2015
1,AL,84,3,,XA,1220,15653,47,211,2,X,01,2015
1,AL,84,3,,XC,1220,71071,248,1840,1,X,01,2015
1,AL,84,3,,XC,1220,5280,19,164,2,X,01,2015
1,AL,84,3,,XM,1220,26056,139,815,1,X,01,2015
1,AL,84,3,,XM,1220,40177,371,171,2,X,01,2015
1,AL,84,3,,XO,1220,595981,71956,17188,1,X,01,2015
1,AL,84,3,,XO,1220,6937,15,160,2,X,01,2015
1,AL,84,3,,XQ,1220,583934,11817,4619,1,X,01,2015
1,AL,84,3,,XQ,1220,39482,958,326,2,X,01,2015
1,AL,84,3,XX,,2010,68357,1597,0,1,0,01,2015
1,AL,84,3,XX,,2010,42820,508,0,2,0,01,2015
1,AL,84,5,,XA,1220,220586,0,4395,1,X,01,2015
1,AL,84,5,,XA,1220,11456,0,214,2,X,01,2015
1,AL,84,5,,XB,1220,109710,0,8253,1,X,01,2015
1,AL,84,5,,XB,1220,8038,0,384,2,X,01,2015
1,AL,84,5,,XC,1220,258986,0,10988,1,X,01,2015
1,AL,84,5,,XC,1220,3241,0,153,2,X,01,2015
1,AL,84,5,,XM,1220,704603,0,15997,1,X,01,2015
1,AL,84,5,,XM,1220,125028,0,1668,2,X,01,2015
1,AL,84,5,,XN,1220,6679,0,726,2,X,01,2015
1,AL,84,5,,XO,1220,41559184,0,1240731,1,X,01,2015
1,AL,84,5,,XO,1220,1131211,0,26995,2,X,01,2015
1,AL,84,5,,XQ,1220,614032,0,21633,1,X,01,2015
1,AL,84,5,,XQ,1220,3750,0,329,2,X,01,2015
1,AL,84,5,,XS,1220,314828,0,15507,1,X,01,2015
1,AL,84,5,AG,,2010,20250,0,0,1,0,01,2015
1,AL,84,5,BC,,2010,175587,0,0,1,0,01,2015
1,AL,84,5,BC,,2010,28722,0,0,2,0,01,2015
1,AL,84,5,BS,,2010,22483,0,0,1,0,01,2015
1,AL,84,5,CH,,2010,12415,0,0,1,0,01,2015
1,AL,84,5,CO,,2010,1271549,0,0,1,0,01,2015
1,AL,84,5,CO,,2010,36437,0,0,2,0,01,2015
1,AL,84,5,DF,,2010,6859524,0,0,1,0,01,2015
1,AL,84,5,DF,,2010,50167,0,0,2,0,01,2015
1,AL,84,5,DG,,2010,97544,0,0,1,0,01,2015
1,AL,84,5,DG,,2010,14810,0,0,2,0,01,2015
1,AL,84,5,GT,,2010,190799,0,0,1,0,01,2015
1,AL,84,5,GT,,2010,60041,0,0,2,0,01,2015
1,AL,84,5,HG,,2010,3945,0,0,1,0,01,2015
1,AL,84,5,JA,,2010,155594,0,0,1,0,01,2015
1,AL,84,5,JA,,2010,26501,0,0,2,0,01,2015
1,AL,84,5,MX,,2010,97185,0,0,1,0,01,2015
1,AL,84,5,MX,,2010,94733,0,0,2,0,01,2015
1,AL,84,5,NL,,2010,1044252,0,0,1,0,01,2015
1,AL,84,5,NL,,2010,7989,0,0,2,0,01,2015
1,AL,84,5,PU,,2010,558452,0,0,1,0,01,2015
1,AL,84,5,QT,,2010,34014,0,0,1,0,01,2015
1,AL,84,5,QT,,2010,13800,0,0,2,0,01,2015
1,AL,84,5,SI,,2010,7886,0,0,1,0,01,2015
1,AL,84,5,SL,,2010,92492,0,0,1,0,01,2015
1,AL,84,5,SL,,2010,63508,0,0,2,0,01,2015
1,AL,84,5,SO,,2010,65052,0,0,1,0,01,2015
1,AL,84,5,TM,,2010,874368,0,0,1,0,01,2015
1,AL,84,5,TM,,2010,623037,0,0,2,0,01,2015
1,AL,84,5,VE,,2010,12709,0,0,1,0,01,2015
1,AL,84,5,ZA,,2010,14800,0,0,1,0,01,2015
1,AL,84,6,,XA,1220,172827,0,8134,1,X,01,2015
1,AL,84,6,,XC,1220,39041,0,3712,1,X,01,2015
1,AL,84,6,,XO,1220,389892,0,18557,1,X,01,2015
1,AL,84,6,,XQ,1220,63038,0,3869,2,X,01,2015
1,AL,84,6,JA,,2010,32437,0,0,1,1,01,2015
1,AL,84,8,MX,,2010,123500,0,0,1,X,01,2015
1,AL,84,8,SO,,2010,2791,0,0,1,X,01,2015
1,AL,84,8,TM,,2010,3500,0,0,1,X,01,2015
1,AL,85,1,XX,,2010,30497,467,0,1,0,01,2015
1,AL,85,3,,XA,1220,268895,1708,4394,1,X,01,2015
1,AL,85,3,,XA,1220,41221,76,1151,2,X,01,2015
1,AL,85,3,,XC,1220,11178,219,335,1,X,01,2015
1,AL,85,3,,XC,1220,20368,144,376,2,X,01,2015
1,AL,85,3,,XM,1220,23099,31,377,1,X,01,2015
1,AL,85,3,,XM,1220,7651,80,79,2,X,01,2015
1,AL,85,3,,XO,1220,91720,636,914,1,X,01,2015
1,AL,85,3,,XO,1220,54077,94,972,2,X,01,2015
1,AL,85,3,,XQ,1220,120174,202,1741,1,X,01,2015
1,AL,85,3,,XQ,1220,60215,259,1012,2,X,01,2015
1,AL,85,3,XX,,2010,62315,467,0,1,0,01,2015
1,AL,85,3,XX,,2010,20760,3,0,2,0,01,2015
1,AL,85,5,,XA,1220,33106,0,2099,1,X,01,2015
1,AL,85,5,,XA,1220,16449,0,1604,2,X,01,2015
1,AL,85,5,,XB,1220,116255,0,1281,1,X,01,2015
1,AL,85,5,,XC,1220,169501,0,5562,1,X,01,2015
1,AL,85,5,,XC,1220,23059,0,612,2,X,01,2015
1,AL,85,5,,XM,1220,831513,0,13817,1,X,01,2015
1,AL,85,5,,XM,1220,43275,0,812,2,X,01,2015
1,AL,85,5,,XO,1220,3699169,0,74669,1,X,01,2015
1,AL,85,5,,XO,1220,674782,0,11933,2,X,01,2015
1,AL,85,5,,XQ,1220,116414,0,6808,1,X,01,2015
1,AL,85,5,,XQ,1220,101066,0,2233,2,X,01,2015
1,AL,85,5,,XS,1220,263342,0,6149,1,X,01,2015
1,AL,85,5,AG,,2010,66154,0,0,1,0,01,2015
1,AL,85,5,BC,,2010,104048,0,0,1,0,01,2015
1,AL,85,5,BC,,2010,445161,0,0,2,0,01,2015
1,AL,85,5,CH,,2010,92293,0,0,1,0,01,2015
1,AL,85,5,CH,,2010,136365,0,0,2,0,01,2015
1,AL,85,5,CO,,2010,434295,0,0,1,0,01,2015
1,AL,85,5,DF,,2010,211296,0,0,1,0,01,2015
1,AL,85,5,DF,,2010,14258,0,0,1,1,01,2015
1,AL,85,5,DF,,2010,10583,0,0,2,0,01,2015
1,AL,85,5,DG,,2010,259239,0,0,1,0,01,2015
1,AL,85,5,DG,,2010,1111585,0,0,2,0,01,2015
1,AL,85,5,GT,,2010,3850,0,0,1,0,01,2015
1,AL,85,5,JA,,2010,558192,0,0,1,0,01,2015
1,AL,85,5,JA,,2010,17754,0,0,2,0,01,2015
1,AL,85,5,MX,,2010,46703,0,0,1,0,01,2015
1,AL,85,5,NL,,2010,184043,0,0,1,0,01,2015
1,AL,85,5,NL,,2010,406227,0,0,2,0,01,2015
1,AL,85,5,PU,,2010,51900,0,0,1,0,01,2015
1,AL,85,5,PU,,2010,7573,0,0,2,0,01,2015
1,AL,85,5,QT,,2010,132000,0,0,1,0,01,2015
1,AL,85,5,SL,,2010,438992,0,0,1,0,01,2015
1,AL,85,5,SL,,2010,6353,0,0,2,0,01,2015
1,AL,85,5,SO,,2010,12228,0,0,1,0,01,2015
1,AL,85,5,TL,,2010,3227,0,0,1,0,01,2015
1,AL,85,5,TM,,2010,5352647,0,0,1,0,01,2015
1,AL,85,5,TM,,2010,3274079,0,0,2,0,01,2015
1,AL,85,5,VE,,2010,4989,0,0,1,0,01,2015
1,AL,85,6,,XA,1220,1201820,0,24525,1,X,01,2015
1,AL,85,6,GT,,2010,13051,0,0,1,0,01,2015
1,AL,85,6,JA,,2010,20169,0,0,2,1,01,2015
1,AL,86,1,XX,,2010,133500,9974,0,1,0,01,2015
1,AL,86,5,,XC,1220,5991,0,315,1,X,01,2015
1,AL,86,5,,XM,1220,426082,0,39982,1,X,01,2015
1,AL,86,5,,XO,1220,30495,0,866,1,X,01,2015
1,AL,86,5,,XQ,1220,29222,0,1474,1,X,01,2015
1,AL,86,5,DF,,2010,38745,0,0,1,0,01,2015
1,AL,86,5,NL,,2010,79289,0,0,1,0,01,2015
1,AL,86,5,NL,,2010,4103,0,0,2,0,01,2015
1,AL,87,1,XX,,2010,708009,41381,0,1,0,01,2015
1,AL,87,3,,XA,1220,4476,7,61,1,X,01,2015
1,AL,87,3,,XO,1220,31629,250,450,1,X,01,2015
1,AL,87,3,XX,,2010,2518,53,0,1,0,01,2015
1,AL,87,3,XX,,2010,4642,335,0,2,0,01,2015
1,AL,87,5,,XA,1220,1389489,0,14166,1,X,01,2015
1,AL,87,5,,XA,1220,14725,0,277,2,X,01,2015
1,AL,87,5,,XB,1220,7721,0,343,2,X,01,2015
1,AL,87,5,,XC,1220,1705685,0,29209,1,X,01,2015
1,AL,87,5,,XC,1220,27260,0,473,2,X,01,2015
1,AL,87,5,,XM,1220,956607,0,11398,1,X,01,2015
1,AL,87,5,,XM,1220,50145,0,730,2,X,01,2015
1,AL,87,5,,XO,1220,43002796,0,450771,1,X,01,2015
1,AL,87,5,,XO,1220,9327908,0,164611,2,X,01,2015
1,AL,87,5,,XQ,1220,277192,0,2676,1,X,01,2015
1,AL,87,5,,XQ,1220,7613,0,149,2,X,01,2015
1,AL,87,5,,XS,1220,1201070,0,10220,1,X,01,2015
1,AL,87,5,AG,,2010,24224,0,0,1,0,01,2015
1,AL,87,5,BC,,2010,6521,0,0,1,0,01,2015
1,AL,87,5,CH,,2010,11734,0,0,1,0,01,2015
1,AL,87,5,CO,,2010,195019,0,0,1,0,01,2015
1,AL,87,5,DF,,2010,4413386,0,0,1,0,01,2015
1,AL,87,5,DF,,2010,29039,0,0,2,0,01,2015
1,AL,87,5,GT,,2010,63988,0,0,1,0,01,2015
1,AL,87,5,JA,,2010,19395,0,0,1,0,01,2015
1,AL,87,5,MO,,2010,4500,0,0,1,0,01,2015
1,AL,87,5,MX,,2010,475130,0,0,1,0,01,2015
1,AL,87,5,NL,,2010,848904,0,0,1,0,01,2015
1,AL,87,5,NL,,2010,116017,0,0,2,0,01,2015
1,AL,87,5,OT,,2010,28337,0,0,1,0,01,2015
1,AL,87,5,PU,,2010,1183108,0,0,1,0,01,2015
1,AL,87,5,QR,,2010,70406,0,0,1,0,01,2015
1,AL,87,5,QT,,2010,76717,0,0,1,0,01,2015
1,AL,87,5,TM,,2010,2014413,0,0,1,0,01,2015
1,AL,87,5,TM,,2010,1461339,0,0,2,0,01,2015
1,AL,87,6,,XA,1220,3475801,0,27977,1,X,01,2015
1,AL,87,6,,XC,1220,7253946,0,58253,1,X,01,2015
1,AL,87,6,,XO,1220,61082736,0,494111,1,X,01,2015
1,AL,87,6,,XQ,1220,14021375,0,112599,1,X,01,2015
1,AL,87,6,JA,,2010,4384574,0,0,1,0,01,2015
1,AL,87,6,MX,,2010,2408915,0,0,1,0,01,2015
1,AL,87,8,BC,,2010,12200,0,0,1,X,01,2015
1,AL,87,8,BC,,2010,7700,0,0,2,X,01,2015
1,AL,87,8,CH,,2010,6500,0,0,1,X,01,2015
1,AL,87,8,DF,,2010,26403,0,0,2,X,01,2015
1,AL,87,8,MX,,2010,57890,0,0,1,X,01,2015
1,AL,87,8,SO,,2010,5600,0,0,1,X,01,2015
1,AL,87,8,TM,,2010,27108,0,0,1,X,01,2015
1,AL,88,3,,XA,1220,100092,192,554,1,X,01,2015
1,AL,88,3,,XA,1220,18026,8,858,2,X,01,2015
1,AL,88,3,,XC,1220,45908,94,1598,1,X,01,2015
1,AL,88,3,,XC,1220,3384,1,160,2,X,01,2015
1,AL,88,3,,XM,1220,29993,15,236,2,X,01,2015
1,AL,88,3,,XO,1220,36613,104,400,1,X,01,2015
1,AL,88,3,,XQ,1220,512241,1581,3595,1,X,01,2015
1,AL,88,3,,XQ,1220,278341,197,987,2,X,01,2015
1,AL,88,3,XX,,2010,50939,27,0,1,0,01,2015
1,AL,88,3,XX,,2010,3304,1,0,2,0,01,2015
1,AL,88,5,,XA,1220,29850,0,1030,1,X,01,2015
1,AL,88,5,,XC,1220,21967,0,369,1,X,01,2015
1,AL,88,5,,XM,1220,133362,0,2596,1,X,01,2015
1,AL,88,5,,XO,1220,198516,0,3133,1,X,01,2015
1,AL,88,5,,XO,1220,2876,0,8,2,X,01,2015
1,AL,88,5,,XQ,1220,50211,0,2548,1,X,01,2015
1,AL,88,5,,XQ,1220,5310,0,550,2,X,01,2015
1,AL,88,5,DF,,2010,98010,0,0,1,0,01,2015
1,AL,89,5,,XO,1220,43726,0,644,1,X,01,2015
1,AL,90,3,,XC,1220,12147,223,873,1,X,01,2015
1,AL,90,3,,XC,1220,2650,1,116,2,X,01,2015
1,AL,90,3,,XM,1220,36132,12,468,1,X,01,2015
1,AL,90,3,,XO,1220,340175,288,1954,1,X,01,2015
1,AL,90,3,,XO,1220,7877,11,82,2,X,01,2015
