TRDTYPE,DEPE,COMMODITY2,DISAGMOT,COUNTRY,VALUE,SHIPWT,FREIGHT_CHARGES,DF,CONTCODE,MONTH,YEAR
1,2507,34,5,2010,773245,0,0,1,0,01,2015
1,2507,34,5,2010,7325,0,0,2,0,01,2015
1,2507,35,5,2010,431294,0,0,1,0,01,2015
1,2507,36,5,2010,3373,0,0,1,0,01,2015
1,2507,37,5,2010,490102,0,0,1,0,01,2015
1,2507,37,5,2010,4556,0,0,2,0,01,2015
1,2507,38,5,2010,1214996,0,0,1,0,01,2015
1,2507,38,5,2010,4146,0,0,2,0,01,2015
1,2507,39,5,2010,33064208,0,0,1,0,01,2015
1,2507,39,5,2010,5240361,0,0,2,0,01,2015
1,2507,39,6,2010,876135,0,0,1,0,01,2015
1,2507,40,5,2010,5495306,0,0,1,0,01,2015
1,2507,40,5,2010,839142,0,0,2,0,01,2015
1,2507,42,5,2010,792155,0,0,1,0,01,2015
1,2507,42,5,2010,594979,0,0,2,0,01,2015
1,2507,43,5,2010,26180,0,0,1,0,01,2015
1,2507,44,5,2010,1460064,0,0,1,0,01,2015
1,2507,44,5,2010,325405,0,0,2,0,01,2015
1,2507,44,6,2010,212797,0,0,1,0,01,2015
1,2507,47,5,2010,283686,0,0,1,0,01,2015
1,2507,48,5,2010,13545768,0,0,1,0,01,2015
1,2507,48,5,2010,425264,0,0,2,0,01,2015
1,2507,48,6,2010,2753625,0,0,1,0,01,2015
1,2507,49,5,2010,1707053,0,0,1,0,01,2015
1,2507,52,5,2010,33032,0,0,1,0,01,2015
1,2507,52,5,2010,15025,0,0,2,0,01,2015
1,2507,54,5,2010,93063,0,0,1,0,01,2015
1,2507,55,5,2010,19620,0,0,1,0,01,2015
1,2507,55,5,2010,12882,0,0,2,0,01,2015
1,2507,56,5,2010,405787,0,0,1,0,01,2015
1,2507,56,5,2010,14587,0,0,2,0,01,2015
1,2507,57,5,2010,2649,0,0,1,0,01,2015
1,2507,57,5,2010,60531,0,0,2,0,01,2015
1,2507,58,5,2010,600040,0,0,1,0,01,2015
1,2507,58,5,2010,69058,0,0,2,0,01,2015
1,2507,59,5,2010,801978,0,0,1,0,01,2015
1,2507,59,5,2010,266880,0,0,2,0,01,2015
1,2507,60,5,2010,158831,0,0,1,0,01,2015
1,2507,61,5,2010,716048,0,0,1,0,01,2015
1,2507,61,5,2010,1172073,0,0,2,0,01,2015
1,2507,62,5,2010,568475,0,0,1,0,01,2015
1,2507,62,5,2010,1128511,0,0,2,0,01,2015
1,2507,63,5,2010,182610,0,0,1,0,01,2015
1,2507,63,5,2010,130417,0,0,2,0,01,2015
1,2507,64,5,2010,3069,0,0,1,0,01,2015
1,2507,64,5,2010,1094023,0,0,2,0,01,2015
1,2507,65,5,2010,30608,0,0,1,0,01,2015
1,2507,65,5,2010,263831,0,0,2,0,01,2015
1,2507,66,5,2010,35881,0,0,2,0,01,2015
1,2507,67,5,2010,26760,0,0,2,0,01,2015
1,2507,68,5,2010,740670,0,0,1,0,01,2015
1,2507,68,5,2010,80463,0,0,2,0,01,2015
1,2507,69,5,2010,389936,0,0,1,0,01,2015
1,2507,69,5,2010,190642,0,0,2,0,01,2015
1,2507,70,5,2010,1989731,0,0,1,0,01,2015
1,2507,70,5,2010,597928,0,0,2,0,01,2015
1,2507,71,5,2010,1753460,0,0,1,0,01,2015
1,2507,71,5,2010,31227,0,0,2,0,01,2015
1,2507,72,5,2010,7577994,0,0,1,0,01,2015
1,2507,72,5,2010,1613565,0,0,2,0,01,2015
1,2507,72,6,2010,62757,0,0,1,0,01,2015
1,2507,73,5,2010,14896664,0,0,1,0,01,2015
1,2507,73,5,2010,1543716,0,0,2,0,01,2015
1,2507,74,5,2010,2307086,0,0,1,0,01,2015
1,2507,74,5,2010,40939,0,0,2,0,01,2015
1,2507,75,5,2010,736592,0,0,1,0,01,2015
1,2507,75,5,2010,185992,0,0,2,0,01,2015
1,2507,76,5,2010,7409194,0,0,1,0,01,2015
1,2507,76,5,2010,556297,0,0,2,0,01,2015
1,2507,79,5,2010,18400,0,0,1,0,01,2015
1,2507,79,5,2010,14959,0,0,2,0,01,2015
1,2507,80,5,2010,114229,0,0,1,0,01,2015
1,2507,81,5,2010,3789815,0,0,1,0,01,2015
1,2507,81,5,2010,299012,0,0,2,0,01,2015
1,2507,82,5,2010,904422,0,0,1,0,01,2015
1,2507,82,5,2010,452097,0,0,2,0,01,2015
1,2507,83,5,2010,7937786,0,0,1,0,01,2015
1,2507,83,5,2010,238727,0,0,2,0,01,2015
1,2507,84,5,2010,61196636,0,0,1,0,01,2015
1,2507,84,5,2010,13706755,0,0,2,0,01,2015
1,2507,84,8,2010,27356,0,0,1,X,01,2015
1,2507,85,5,2010,99614110,0,0,1,0,01,2015
1,2507,85,5,2010,106038016,0,0,2,0,01,2015
1,2507,85,8,2010,18553,0,0,1,X,01,2015
1,2507,87,5,2010,36399237,0,0,1,0,01,2015
1,2507,87,5,2010,1594809,0,0,2,0,01,2015
1,2507,87,8,2010,1595340,0,0,1,X,01,2015
1,2507,88,5,2010,10336046,0,0,1,0,01,2015
1,2507,88,5,2010,1027944,0,0,2,0,01,2015
1,2507,88,8,2010,7119,0,0,1,X,01,2015
1,2507,90,5,2010,12615210,0,0,1,0,01,2015
1,2507,90,5,2010,8086546,0,0,2,0,01,2015
1,2507,91,5,2010,134466,0,0,2,0,01,2015
1,2507,92,5,2010,4731,0,0,2,0,01,2015
1,2507,94,5,2010,3730816,0,0,1,0,01,2015
1,2507,94,5,2010,1558505,0,0,2,0,01,2015
1,2507,95,5,2010,278539,0,0,1,0,01,2015
1,2507,95,5,2010,703308,0,0,2,0,01,2015
1,2507,96,5,2010,1391277,0,0,1,0,01,2015
1,2507,96,5,2010,402011,0,0,2,0,01,2015
1,2507,98,5,2010,628001,0,0,1,0,01,2015
1,2507,98,5,2010,4314,0,0,2,0,01,2015
1,25XX,63,3,1220,3806,263,74,2,X,01,2015
1,25XX,84,3,1220,3143,4,74,1,X,01,2015
1,25XX,85,3,1220,505894,5806,162,1,X,01,2015
1,25XX,85,3,1220,130748,293,646,2,X,01,2015
1,25XX,88,3,1220,11542,5,16,1,X,01,2015
1,25XX,90,3,1220,10667,91,133,2,X,01,2015
1,2601,04,5,2010,4116,0,0,1,0,01,2015
1,2601,07,5,2010,423619,0,0,1,0,01,2015
1,2601,11,5,2010,3312,0,0,1,0,01,2015
1,2601,12,5,2010,2824,0,0,1,0,01,2015
1,2601,15,5,2010,22954,0,0,1,0,01,2015
1,2601,20,5,2010,4419,0,0,1,0,01,2015
1,2601,21,5,2010,28269,0,0,1,0,01,2015
1,2601,23,5,2010,79806,0,0,1,0,01,2015
1,2601,24,8,2010,12871,0,0,2,X,01,2015
1,2601,26,5,2010,4372411,0,0,1,0,01,2015
1,2601,27,5,2010,4860,0,0,1,0,01,2015
1,2601,27,7,2010,14700299,0,0,1,X,01,2015
1,2601,28,5,2010,1150634,0,0,1,0,01,2015
1,2601,29,5,2010,39600,0,0,1,0,01,2015
1,2601,32,5,2010,105435,0,0,1,0,01,2015
1,2601,32,5,2010,183703,0,0,2,0,01,2015
1,2601,34,5,2010,45357,0,0,1,0,01,2015
1,2601,35,5,2010,14607,0,0,1,0,01,2015
1,2601,38,5,2010,1041670,0,0,1,0,01,2015
1,2601,39,5,2010,6392546,0,0,1,0,01,2015
1,2601,39,5,2010,711091,0,0,2,0,01,2015
1,2601,40,5,2010,3130414,0,0,1,0,01,2015
1,2601,40,5,2010,2887399,0,0,2,0,01,2015
1,2601,44,5,2010,62738,0,0,1,0,01,2015
1,2601,44,5,2010,374348,0,0,2,0,01,2015
1,2601,44,8,2010,5349,0,0,1,X,01,2015
1,2601,46,5,2010,106450,0,0,2,0,01,2015
1,2601,48,5,2010,814472,0,0,1,0,01,2015
1,2601,48,5,2010,12460,0,0,2,0,01,2015
1,2601,49,5,2010,38192,0,0,1,0,01,2015
1,2601,52,5,2010,1757457,0,0,1,0,01,2015
1,2601,54,5,2010,322794,0,0,1,0,01,2015
1,2601,55,5,2010,279719,0,0,1,0,01,2015
1,2601,56,5,2010,605536,0,0,1,0,01,2015
1,2601,56,5,2010,12012,0,0,2,0,01,2015
1,2601,56,8,2010,6384,0,0,1,X,01,2015
1,2601,58,5,2010,566906,0,0,1,0,01,2015
1,2601,59,5,2010,504364,0,0,1,0,01,2015
1,2601,59,5,2010,5684,0,0,2,0,01,2015
1,2601,60,5,2010,562117,0,0,1,0,01,2015
1,2601,60,5,2010,26022,0,0,2,0,01,2015
1,2601,61,5,2010,10826,0,0,1,0,01,2015
1,2601,61,5,2010,276134,0,0,2,0,01,2015
1,2601,63,5,2010,170243,0,0,1,0,01,2015
1,2601,63,5,2010,10991,0,0,2,0,01,2015
1,2601,69,5,2010,77493,0,0,1,0,01,2015
1,2601,70,5,2010,6311,0,0,1,0,01,2015
1,2601,71,5,2010,2805374,0,0,1,0,01,2015
1,2601,72,5,2010,143886,0,0,1,0,01,2015
1,2601,72,5,2010,292405,0,0,2,0,01,2015
1,2601,73,5,2010,3550505,0,0,1,0,01,2015
1,2601,73,5,2010,170702,0,0,2,0,01,2015
1,2601,74,5,2010,90358,0,0,1,0,01,2015
1,2601,74,5,2010,14704,0,0,2,0,01,2015
1,2601,76,5,2010,593867,0,0,1,0,01,2015
1,2601,76,5,2010,25998,0,0,2,0,01,2015
1,2601,78,5,2010,212094,0,0,1,0,01,2015
1,2601,80,5,2010,4567,0,0,1,0,01,2015
1,2601,82,5,2010,59648,0,0,1,0,01,2015
1,2601,82,5,2010,17343,0,0,2,0,01,2015
1,2601,83,5,2010,81684,0,0,1,0,01,2015
1,2601,83,5,2010,32769,0,0,2,0,01,2015
1,2601,84,5,2010,11433188,0,0,1,0,01,2015
1,2601,84,5,2010,3618234,0,0,2,0,01,2015
1,2601,84,8,2010,29689,0,0,1,X,01,2015
1,2601,85,5,2010,7740809,0,0,1,0,01,2015
1,2601,85,5,2010,2992952,0,0,2,0,01,2015
1,2601,87,5,2010,4522811,0,0,1,0,01,2015
1,2601,87,8,2010,455444,0,0,1,X,01,2015
1,2601,90,5,2010,552966,0,0,1,0,01,2015
1,2601,90,5,2010,21241,0,0,2,0,01,2015
1,2601,94,5,2010,282082,0,0,1,0,01,2015
1,2601,94,5,2010,263000,0,0,2,0,01,2015
1,2601,95,5,2010,103103,0,0,1,0,01,2015
1,2601,98,5,2010,226914,0,0,1,0,01,2015
1,2602,24,8,2010,125118,0,0,2,X,01,2015
1,2602,33,8,2010,2877,0,0,1,X,01,2015
1,2602,33,8,2010,17163,0,0,2,X,01,2015
1,2602,84,5,2010,4602,0,0,1,0,01,2015
1,2603,25,5,2010,10895,0,0,1,0,01,2015
1,2603,32,5,2010,18496,0,0,1,0,01,2015
1,2603,34,5,2010,24454,0,0,1,0,01,2015
1,2603,38,5,2010,14384,0,0,1,0,01,2015
1,2603,39,5,2010,51439,0,0,1,0,01,2015
1,2603,40,5,2010,48685,0,0,1,0,01,2015
1,2603,40,5,2010,64505,0,0,2,0,01,2015
1,2603,48,5,2010,15636,0,0,1,0,01,2015
1,2603,63,5,2010,21410,0,0,2,0,01,2015
1,2603,68,5,2010,34467,0,0,1,0,01,2015
1,2603,69,5,2010,40572,0,0,2,0,01,2015
1,2603,72,5,2010,22089,0,0,1,0,01,2015
1,2603,73,5,2010,1019696,0,0,1,0,01,2015
1,2603,73,5,2010,34316,0,0,2,0,01,2015
1,2603,74,5,2010,8885,0,0,1,0,01,2015
1,2603,76,5,2010,20653,0,0,1,0,01,2015
1,2603,81,5,2010,115500,0,0,1,0,01,2015
1,2603,82,5,2010,8979,0,0,1,0,01,2015
1,2603,82,5,2010,9430,0,0,2,0,01,2015
1,2603,83,5,2010,5836,0,0,1,0,01,2015
1,2603,84,5,2010,1637243,0,0,1,0,01,2015
1,2603,84,5,2010,923177,0,0,2,0,01,2015
1,2603,85,5,2010,1801104,0,0,1,0,01,2015
1,2603,85,5,2010,67147,0,0,2,0,01,2015
1,2603,87,5,2010,131352,0,0,1,0,01,2015
1,2603,87,5,2010,3947341,0,0,2,0,01,2015
1,2603,90,5,2010,170565,0,0,1,0,01,2015
1,2603,90,5,2010,3883,0,0,2,0,01,2015
1,2603,98,5,2010,69119,0,0,1,0,01,2015
1,2604,01,5,2010,230000,0,0,1,0,01,2015
1,2604,02,5,2010,10082290,0,0,1,0,01,2015
1,2604,04,5,2010,702726,0,0,1,0,01,2015
1,2604,04,6,2010,112174,0,0,1,0,01,2015
1,2604,05,5,2010,60525,0,0,1,0,01,2015
1,2604,06,5,2010,8083,0,0,1,0,01,2015
1,2604,06,5,2010,66820,0,0,1,1,01,2015
1,2604,06,5,2010,8258,0,0,2,0,01,2015
1,2604,07,5,2010,799056,0,0,1,0,01,2015
1,2604,07,5,2010,194765,0,0,2,0,01,2015
1,2604,07,6,2010,142839,0,0,1,0,01,2015
1,2604,08,5,2010,19014352,0,0,1,0,01,2015
1,2604,08,8,2010,81421,0,0,1,X,01,2015
1,2604,09,5,2010,35916,0,0,1,0,01,2015
1,2604,10,5,2010,400244,0,0,1,0,01,2015
1,2604,10,6,2010,9865505,0,0,1,0,01,2015
1,2604,10,8,2010,9540,0,0,1,X,01,2015
1,2604,11,5,2010,72494,0,0,1,0,01,2015
1,2604,11,6,2010,1229546,0,0,1,0,01,2015
1,2604,12,5,2010,1047501,0,0,1,0,01,2015
1,2604,12,5,2010,2626717,0,0,2,0,01,2015
1,2604,12,6,2010,83601,0,0,1,0,01,2015
1,2604,12,8,2010,218454,0,0,1,X,01,2015
1,2604,12,8,2010,102102,0,0,2,X,01,2015
1,2604,13,5,2010,25800,0,0,1,0,01,2015
1,2604,15,5,2010,229094,0,0,1,0,01,2015
1,2604,15,5,2010,78826,0,0,1,1,01,2015
1,2604,15,6,2010,96399,0,0,1,0,01,2015
1,2604,16,5,2010,819487,0,0,1,0,01,2015
1,2604,16,8,2010,6930,0,0,1,X,01,2015
1,2604,17,5,2010,48639,0,0,1,0,01,2015
1,2604,17,6,2010,1889172,0,0,1,0,01,2015
1,2604,17,8,2010,13474,0,0,1,X,01,2015
1,2604,18,5,2010,31240,0,0,1,0,01,2015
1,2604,19,5,2010,326212,0,0,1,0,01,2015
1,2604,19,5,2010,32111,0,0,1,1,01,2015
1,2604,19,5,2010,8400,0,0,2,0,01,2015
1,2604,19,8,2010,42535,0,0,1,X,01,2015
1,2604,20,5,2010,1675250,0,0,1,0,01,2015
1,2604,20,5,2010,55519,0,0,2,0,01,2015
1,2604,20,6,2010,571507,0,0,1,0,01,2015
1,2604,20,8,2010,2811,0,0,1,X,01,2015
1,2604,21,5,2010,838201,0,0,1,0,01,2015
1,2604,21,5,2010,11784,0,0,2,0,01,2015
1,2604,21,8,2010,96825,0,0,1,X,01,2015
1,2604,22,5,2010,831142,0,0,1,0,01,2015
1,2604,23,5,2010,1347655,0,0,1,0,01,2015
1,2604,23,5,2010,11844,0,0,2,0,01,2015
1,2604,23,6,2010,16857214,0,0,1,0,01,2015
1,2604,23,6,2010,80970,0,0,1,1,01,2015
1,2604,25,5,2010,224476,0,0,1,0,01,2015
1,2604,26,5,2010,39493645,0,0,1,0,01,2015
1,2604,26,6,2010,244976851,0,0,1,0,01,2015
1,2604,27,5,2010,2297050,0,0,1,0,01,2015
1,2604,27,5,2010,32998,0,0,1,1,01,2015
1,2604,27,5,2010,8199,0,0,2,0,01,2015
1,2604,27,6,2010,2626483,0,0,1,0,01,2015
1,2604,27,8,2010,153582,0,0,1,X,01,2015
1,2604,28,5,2010,1191379,0,0,1,0,01,2015
1,2604,28,5,2010,12495,0,0,1,1,01,2015
1,2604,28,5,2010,3108,0,0,2,0,01,2015
1,2604,28,6,2010,1476291,0,0,1,0,01,2015
1,2604,28,8,2010,92487,0,0,1,X,01,2015
1,2604,28,8,2010,45930,0,0,2,X,01,2015
1,2604,29,5,2010,385176,0,0,1,0,01,2015
1,2604,29,5,2010,156460,0,0,2,0,01,2015
1,2604,29,6,2010,110168,0,0,1,0,01,2015
1,2604,30,5,2010,1145649,0,0,1,0,01,2015
1,2604,30,5,2010,43167,0,0,1,1,01,2015
1,2604,30,5,2010,49478,0,0,2,0,01,2015
1,2604,31,5,2010,501940,0,0,1,0,01,2015
1,2604,31,5,2010,53410,0,0,1,1,01,2015
1,2604,31,6,2010,1165500,0,0,1,0,01,2015
1,2604,31,8,2010,7437,0,0,1,X,01,2015
1,2604,32,5,2010,1651964,0,0,1,0,01,2015
1,2604,32,5,2010,22290,0,0,1,1,01,2015
1,2604,32,5,2010,131614,0,0,2,0,01,2015
1,2604,32,6,2010,298840,0,0,1,0,01,2015
1,2604,32,8,2010,30515,0,0,1,X,01,2015
1,2604,33,5,2010,490468,0,0,1,0,01,2015
1,2604,33,5,2010,413835,0,0,2,0,01,2015
1,2604,34,5,2010,738267,0,0,1,0,01,2015
1,2604,34,5,2010,39410,0,0,1,1,01,2015
1,2604,34,5,2010,23441,0,0,2,0,01,2015
1,2604,34,6,2010,9439,0,0,1,0,01,2015
1,2604,35,5,2010,602819,0,0,1,0,01,2015
1,2604,35,5,2010,50474,0,0,2,0,01,2015
1,2604,35,8,2010,22900,0,0,1,X,01,2015
1,2604,36,5,2010,1529412,0,0,1,0,01,2015
1,2604,37,5,2010,2948,0,0,1,0,01,2015
1,2604,37,5,2010,31873,0,0,2,0,01,2015
1,2604,38,5,2010,3243506,0,0,1,0,01,2015
1,2604,38,5,2010,256781,0,0,1,1,01,2015
1,2604,38,5,2010,458797,0,0,2,0,01,2015
1,2604,38,8,2010,32946,0,0,1,X,01,2015
1,2604,39,5,2010,57356736,0,0,1,0,01,2015
1,2604,39,5,2010,4291904,0,0,1,1,01,2015
1,2604,39,5,2010,5626730,0,0,2,0,01,2015
1,2604,39,5,2010,92916,0,0,2,1,01,2015
1,2604,39,6,2010,5504860,0,0,1,0,01,2015
1,2604,39,6,2010,143010,0,0,2,0,01,2015
1,2604,39,8,2010,227312,0,0,1,X,01,2015
1,2604,40,5,2010,14697297,0,0,1,0,01,2015
1,2604,40,5,2010,709573,0,0,1,1,01,2015
1,2604,40,5,2010,2130940,0,0,2,0,01,2015
1,2604,40,6,2010,1645272,0,0,1,0,01,2015
1,2604,40,8,2010,13671,0,0,1,X,01,2015
1,2604,41,5,2010,59763,0,0,1,0,01,2015
1,2604,41,5,2010,3700,0,0,2,0,01,2015
1,2604,42,5,2010,7260,0,0,1,0,01,2015
1,2604,42,5,2010,1474276,0,0,2,0,01,2015
1,2604,44,5,2010,866857,0,0,1,0,01,2015
1,2604,44,5,2010,33217,0,0,1,1,01,2015
1,2604,44,5,2010,48731,0,0,2,0,01,2015
1,2604,44,8,2010,3675,0,0,1,X,01,2015
1,2604,48,5,2010,16360908,0,0,1,0,01,2015
1,2604,48,5,2010,306046,0,0,1,1,01,2015
1,2604,48,5,2010,1640109,0,0,2,0,01,2015
1,2604,48,6,2010,13903613,0,0,1,0,01,2015
1,2604,48,8,2010,446487,0,0,1,X,01,2015
1,2604,49,5,2010,2190673,0,0,1,0,01,2015
1,2604,49,5,2010,3674,0,0,1,1,01,2015
1,2604,49,5,2010,101461,0,0,2,0,01,2015
1,2604,49,6,2010,136176,0,0,1,0,01,2015
1,2604,51,5,2010,2623376,0,0,2,0,01,2015
1,2604,52,5,2010,910770,0,0,1,0,01,2015
1,2604,52,5,2010,3307591,0,0,2,0,01,2015
1,2604,53,5,2010,126428,0,0,2,0,01,2015
1,2604,54,5,2010,922316,0,0,1,0,01,2015
1,2604,54,5,2010,343856,0,0,2,0,01,2015
1,2604,55,5,2010,244269,0,0,1,0,01,2015
1,2604,55,5,2010,328016,0,0,2,0,01,2015
1,2604,56,5,2010,4701693,0,0,1,0,01,2015
1,2604,56,5,2010,41715,0,0,1,1,01,2015
1,2604,56,5,2010,350763,0,0,2,0,01,2015
1,2604,56,8,2010,41660,0,0,1,X,01,2015
1,2604,57,5,2010,643575,0,0,1,0,01,2015
1,2604,57,6,2010,27552,0,0,1,0,01,2015
1,2604,58,5,2010,91120,0,0,1,0,01,2015
1,2604,58,5,2010,135586,0,0,2,0,01,2015
1,2604,59,5,2010,2493127,0,0,1,0,01,2015
1,2604,59,5,2010,369540,0,0,2,0,01,2015
1,2604,60,5,2010,26183,0,0,1,0,01,2015
1,2604,60,5,2010,8128,0,0,2,0,01,2015
1,2604,61,5,2010,243238,0,0,1,0,01,2015
1,2604,61,5,2010,4842550,0,0,2,0,01,2015
1,2604,62,5,2010,195775,0,0,1,0,01,2015
1,2604,62,5,2010,11590183,0,0,2,0,01,2015
1,2604,63,5,2010,129830,0,0,1,0,01,2015
1,2604,63,5,2010,12452799,0,0,2,0,01,2015
1,2604,64,5,2010,3443717,0,0,2,0,01,2015
1,2604,65,5,2010,5922,0,0,1,1,01,2015
1,2604,67,5,2010,66146,0,0,2,0,01,2015
1,2604,68,5,2010,705318,0,0,1,0,01,2015
1,2604,68,5,2010,5001,0,0,2,0,01,2015
1,2604,68,6,2010,18360,0,0,1,0,01,2015
1,2604,69,5,2010,213046,0,0,1,0,01,2015
1,2604,69,5,2010,44969,0,0,2,0,01,2015
1,2604,70,5,2010,762754,0,0,1,0,01,2015
1,2604,70,5,2010,5404,0,0,1,1,01,2015
1,2604,70,5,2010,214076,0,0,2,0,01,2015
1,2604,70,5,2010,2535,0,0,2,1,01,2015
1,2604,70,6,2010,854061,0,0,1,0,01,2015
1,2604,71,5,2010,1067923,0,0,1,0,01,2015
1,2604,71,5,2010,239367,0,0,2,0,01,2015
1,2604,72,5,2010,4763482,0,0,1,0,01,2015
1,2604,72,5,2010,98650,0,0,1,1,01,2015
1,2604,72,5,2010,152813,0,0,2,0,01,2015
1,2604,72,6,2010,8704234,0,0,1,0,01,2015
1,2604,72,6,2010,293979,0,0,1,1,01,2015
1,2604,73,5,2010,11374866,0,0,1,0,01,2015
1,2604,73,5,2010,486124,0,0,1,1,01,2015
1,2604,73,5,2010,2028145,0,0,2,0,01,2015
1,2604,73,5,2010,5664,0,0,2,1,01,2015
1,2604,73,6,2010,1975457,0,0,1,0,01,2015
1,2604,73,8,2010,91846,0,0,1,X,01,2015
1,2604,73,8,2010,7581,0,0,2,X,01,2015
1,2604,74,5,2010,8522643,0,0,1,0,01,2015
1,2604,74,5,2010,1179283,0,0,2,0,01,2015
1,2604,74,6,2010,9189,0,0,1,0,01,2015
1,2604,74,8,2010,3586,0,0,1,X,01,2015
1,2604,75,5,2010,895376,0,0,1,0,01,2015
1,2604,75,5,2010,45246,0,0,2,0,01,2015
1,2604,76,5,2010,5475300,0,0,1,0,01,2015
1,2604,76,5,2010,3500,0,0,1,1,01,2015
1,2604,76,5,2010,610308,0,0,2,0,01,2015
1,2604,76,8,2010,10413,0,0,1,X,01,2015
1,2604,78,5,2010,3000,0,0,1,0,01,2015
1,2604,79,5,2010,215061,0,0,1,0,01,2015
1,2604,79,5,2010,85893,0,0,2,0,01,2015
1,2604,80,5,2010,108803,0,0,1,0,01,2015
1,2604,80,5,2010,7376,0,0,2,0,01,2015
1,2604,81,5,2010,910932,0,0,1,0,01,2015
1,2604,81,5,2010,2515,0,0,2,0,01,2015
1,2604,81,6,2010,186079,0,0,1,0,01,2015
1,2604,82,5,2010,888959,0,0,1,0,01,2015
1,2604,82,5,2010,9928,0,0,1,1,01,2015
1,2604,82,5,2010,493963,0,0,2,0,01,2015
1,2604,82,5,2010,6000,0,0,2,1,01,2015
1,2604,82,8,2010,10541,0,0,1,X,01,2015
1,2604,83,5,2010,7490636,0,0,1,0,01,2015
1,2604,83,5,2010,738910,0,0,2,0,01,2015
1,2604,83,6,2010,1825122,0,0,1,0,01,2015
1,2604,84,3,2010,456313,4983,0,1,0,01,2015
1,2604,84,5,2010,47400444,0,0,1,0,01,2015
1,2604,84,5,2010,983468,0,0,1,1,01,2015
1,2604,84,5,2010,14387485,0,0,2,0,01,2015
1,2604,84,5,2010,52776,0,0,2,1,01,2015
1,2604,84,6,2010,4544217,0,0,1,0,01,2015
1,2604,84,8,2010,809469,0,0,1,X,01,2015
1,2604,84,8,2010,6559,0,0,2,X,01,2015
1,2604,85,3,2010,130126,207,0,2,0,01,2015
1,2604,85,5,2010,91024178,0,0,1,0,01,2015
1,2604,85,5,2010,59559,0,0,1,1,01,2015
1,2604,85,5,2010,87435774,0,0,2,0,01,2015
1,2604,85,5,2010,159921,0,0,2,1,01,2015
1,2604,85,6,2010,27382054,0,0,1,0,01,2015
1,2604,85,8,2010,1056170,0,0,1,X,01,2015
1,2604,85,8,2010,70674,0,0,2,X,01,2015
1,2604,86,5,2010,41167,0,0,1,0,01,2015
1,2604,86,5,2010,183664,0,0,2,0,01,2015
1,2604,86,8,2010,14142,0,0,1,X,01,2015
1,2604,87,5,2010,29831261,0,0,1,0,01,2015
1,2604,87,5,2010,88742,0,0,1,1,01,2015
1,2604,87,5,2010,1026719,0,0,2,0,01,2015
1,2604,87,6,2010,69453401,0,0,1,0,01,2015
1,2604,87,8,2010,392093,0,0,1,X,01,2015
1,2604,87,8,2010,3558,0,0,2,X,01,2015
1,2604,88,5,2010,4383823,0,0,1,0,01,2015
1,2604,88,5,2010,1302497,0,0,2,0,01,2015
1,2604,88,6,2010,427320,0,0,1,0,01,2015
1,2604,88,8,2010,16100,0,0,1,X,01,2015
1,2604,90,5,2010,13196133,0,0,1,0,01,2015
1,2604,90,5,2010,744839,0,0,1,1,01,2015
1,2604,90,5,2010,9043475,0,0,2,0,01,2015
1,2604,90,6,2010,4451469,0,0,1,0,01,2015
1,2604,90,8,2010,13394,0,0,1,X,01,2015
1,2604,90,8,2010,3680,0,0,2,X,01,2015
1,2604,91,5,2010,235045,0,0,2,0,01,2015
1,2604,92,5,2010,1015081,0,0,1,0,01,2015
1,2604,92,5,2010,67280,0,0,2,0,01,2015
1,2604,93,5,2010,66382,0,0,1,0,01,2015
1,2604,94,5,2010,7833443,0,0,1,0,01,2015
1,2604,94,5,2010,664602,0,0,2,0,01,2015
1,2604,94,6,2010,54000,0,0,1,0,01,2015
1,2604,94,8,2010,56023,0,0,1,X,01,2015
1,2604,95,5,2010,96009,0,0,1,0,01,2015
1,2604,95,5,2010,312678,0,0,2,0,01,2015
1,2604,95,8,2010,3940,0,0,1,X,01,2015
1,2604,96,5,2010,246159,0,0,1,0,01,2015
1,2604,96,5,2010,176731,0,0,2,0,01,2015
1,2604,98,5,2010,758144,0,0,1,0,01,2015
1,2605,38,3,2010,13658,80,0,1,0,01,2015
1,2605,39,3,2010,18511,154,0,1,0,01,2015
1,2605,59,3,2010,12312,130,0,2,0,01,2015
1,2605,73,3,2010,152806,2546,0,1,0,01,2015
1,2605,73,3,2010,27626,348,0,2,0,01,2015
1,2605,74,3,2010,2535,53,0,1,0,01,2015
1,2605,74,3,2010,16365,89,0,2,0,01,2015
1,2605,83,3,2010,2626,24,0,1,0,01,2015
1,2605,83,3,2010,3132,50,0,2,0,01,2015
1,2605,84,3,2010,102752,1993,0,1,0,01,2015
1,2605,84,3,2010,7007,53,0,2,0,01,2015
1,2605,85,3,2010,786637,564,0,1,0,01,2015
1,2605,85,3,2010,255183,420,0,2,0,01,2015
1,2605,88,3,2010,110032,233,0,1,0,01,2015
1,2605,88,3,2010,3902,10,0,2,0,01,2015
1,2605,90,3,2010,66466,515,0,1,0,01,2015
1,2605,95,3,2010,28083,236,0,1,0,01,2015
1,2606,06,5,2010,11998,0,0,1,0,01,2015
1,2606,38,5,2010,57088,0,0,1,0,01,2015
1,2606,84,5,2010,5399,0,0,1,0,01,2015
1,2606,87,5,2010,9599,0,0,1,0,01,2015
1,2608,02,5,2010,610922,0,0,1,0,01,2015
1,2608,04,5,2010,114805,0,0,1,0,01,2015
1,2608,07,5,2010,307047,0,0,1,0,01,2015
