TRDTYPE,DEPE,COMMODITY2,DISAGMOT,COUNTRY,VALUE,SHIPWT,FREIGHT_CHARGES,DF,CONTCODE,MONTH,YEAR
1,3403,47,6,1220,13619,0,267,1,X,01,2015
1,3403,48,5,1220,1034319,0,56264,1,X,01,2015
1,3403,48,5,1220,24387,0,356,2,X,01,2015
1,3403,48,6,1220,3351388,0,201709,1,X,01,2015
1,3403,48,6,1220,33850,0,3094,2,X,01,2015
1,3403,49,5,1220,1849581,0,42101,1,X,01,2015
1,3403,49,5,1220,80779,0,1990,2,X,01,2015
1,3403,49,6,1220,405230,0,11140,1,X,01,2015
1,3403,52,5,1220,38702,0,329,1,X,01,2015
1,3403,54,5,1220,441903,0,13871,1,X,01,2015
1,3403,54,6,1220,64167,0,4038,1,X,01,2015
1,3403,54,6,1220,10134,0,174,2,X,01,2015
1,3403,55,5,1220,68827,0,1146,2,X,01,2015
1,3403,55,6,1220,9290,0,226,1,X,01,2015
1,3403,56,5,1220,779347,0,20758,1,X,01,2015
1,3403,56,5,1220,6130,0,239,2,X,01,2015
1,3403,56,6,1220,759954,0,33464,1,X,01,2015
1,3403,56,6,1220,18347,0,364,2,X,01,2015
1,3403,57,5,1220,245082,0,5644,1,X,01,2015
1,3403,57,6,1220,392451,0,8845,1,X,01,2015
1,3403,57,6,1220,76794,0,1125,2,X,01,2015
1,3403,58,5,1220,9228,0,49,1,X,01,2015
1,3403,59,5,1220,262627,0,3461,1,X,01,2015
1,3403,59,6,1220,12249,0,281,1,X,01,2015
1,3403,61,5,1220,22340,0,504,1,X,01,2015
1,3403,61,5,1220,1111220,0,19868,2,X,01,2015
1,3403,61,6,1220,28299,0,597,2,X,01,2015
1,3403,62,5,1220,3058,0,123,1,X,01,2015
1,3403,62,5,1220,1095479,0,19937,2,X,01,2015
1,3403,63,5,1220,134338,0,6171,1,X,01,2015
1,3403,63,5,1220,58792,0,2192,2,X,01,2015
1,3403,63,6,1220,177161,0,1755,1,X,01,2015
1,3403,63,6,1220,2885,0,129,2,X,01,2015
1,3403,64,5,1220,238416,0,2458,2,X,01,2015
1,3403,65,5,1220,3504,0,69,1,X,01,2015
1,3403,65,5,1220,69471,0,81,2,X,01,2015
1,3403,65,6,1220,25117,0,387,2,X,01,2015
1,3403,66,5,1220,6473,0,332,2,X,01,2015
1,3403,66,6,1220,2645,0,136,2,X,01,2015
1,3403,68,5,1220,1020593,0,72865,1,X,01,2015
1,3403,68,5,1220,42623,0,2931,2,X,01,2015
1,3403,68,6,1220,1917473,0,67302,1,X,01,2015
1,3403,68,6,1220,30333,0,77,2,X,01,2015
1,3403,69,5,1220,226729,0,6967,1,X,01,2015
1,3403,69,5,1220,89235,0,4923,2,X,01,2015
1,3403,69,6,1220,2806050,0,123048,1,X,01,2015
1,3403,69,6,1220,78091,0,1132,2,X,01,2015
1,3403,70,5,1220,1830792,0,61716,1,X,01,2015
1,3403,70,5,1220,208354,0,2512,2,X,01,2015
1,3403,70,6,1220,1515222,0,44749,1,X,01,2015
1,3403,70,6,1220,4401,0,4,2,X,01,2015
1,3403,71,5,1220,14412,0,164,1,X,01,2015
1,3403,71,5,1220,19814,0,141,2,X,01,2015
1,3403,72,5,1220,3935225,0,179842,1,X,01,2015
1,3403,72,5,1220,688524,0,25113,2,X,01,2015
1,3403,72,6,1220,9367452,0,398064,1,X,01,2015
1,3403,72,6,1220,791453,0,23727,2,X,01,2015
1,3403,73,5,1220,31924640,0,1011238,1,X,01,2015
1,3403,73,5,1220,5088454,0,197464,2,X,01,2015
1,3403,73,6,1220,21415871,0,522216,1,X,01,2015
1,3403,73,6,1220,841001,0,17450,2,X,01,2015
1,3403,74,5,1220,271742,0,3800,1,X,01,2015
1,3403,74,5,1220,20777,0,147,2,X,01,2015
1,3403,74,6,1220,7096,0,174,1,X,01,2015
1,3403,74,6,1220,6535,0,60,2,X,01,2015
1,3403,75,5,1220,699471,0,5426,1,X,01,2015
1,3403,75,6,1220,3642,0,52,1,X,01,2015
1,3403,75,6,1220,13348,0,185,2,X,01,2015
1,3403,76,5,1220,4928723,0,103193,1,X,01,2015
1,3403,76,5,1220,86303,0,3337,2,X,01,2015
1,3403,76,6,1220,544547,0,7226,1,X,01,2015
1,3403,76,6,1220,50758,0,1150,2,X,01,2015
1,3403,79,5,1220,80469,0,2488,1,X,01,2015
1,3403,82,5,1220,4222066,0,55331,1,X,01,2015
1,3403,82,5,1220,256476,0,5872,2,X,01,2015
1,3403,82,6,1220,120010,0,2109,1,X,01,2015
1,3403,82,6,1220,20214,0,388,2,X,01,2015
1,3403,83,5,1220,725613,0,19015,1,X,01,2015
1,3403,83,5,1220,54158,0,580,2,X,01,2015
1,3403,83,6,1220,1110728,0,18834,1,X,01,2015
1,3403,83,6,1220,124926,0,1044,2,X,01,2015
1,3403,84,5,1220,185205630,0,2825325,1,X,01,2015
1,3403,84,5,1220,18555323,0,314386,2,X,01,2015
1,3403,84,6,1220,33879978,0,315381,1,X,01,2015
1,3403,84,6,1220,2178404,0,60220,2,X,01,2015
1,3403,85,5,1220,28904296,0,385236,1,X,01,2015
1,3403,85,5,1220,3291834,0,40538,2,X,01,2015
1,3403,85,6,1220,7714492,0,213534,1,X,01,2015
1,3403,85,6,1220,485944,0,6980,2,X,01,2015
1,3403,86,5,1220,1441431,0,67650,1,X,01,2015
1,3403,86,5,1220,36705,0,132,2,X,01,2015
1,3403,86,6,1220,755154,0,10286,1,X,01,2015
1,3403,87,5,1220,107966727,0,2268157,1,X,01,2015
1,3403,87,5,1220,2230030,0,33307,2,X,01,2015
1,3403,87,6,1220,46004284,0,403586,1,X,01,2015
1,3403,87,6,1220,325019,0,3592,2,X,01,2015
1,3403,88,5,1220,334618,0,4223,1,X,01,2015
1,3403,88,5,1220,87083,0,1377,2,X,01,2015
1,3403,89,5,1220,8579428,0,152742,1,X,01,2015
1,3403,89,5,1220,5965,0,242,2,X,01,2015
1,3403,90,5,1220,4966215,0,53299,1,X,01,2015
1,3403,90,5,1220,763641,0,3794,2,X,01,2015
1,3403,90,6,1220,273425,0,3772,1,X,01,2015
1,3403,90,6,1220,134216,0,2572,2,X,01,2015
1,3403,91,5,1220,3785,0,110,2,X,01,2015
1,3403,92,6,1220,47983,0,475,2,X,01,2015
1,3403,93,5,1220,17699,0,408,1,X,01,2015
1,3403,94,5,1220,11518231,0,250007,1,X,01,2015
1,3403,94,5,1220,474431,0,21997,2,X,01,2015
1,3403,94,6,1220,979431,0,38476,1,X,01,2015
1,3403,94,6,1220,102457,0,2618,2,X,01,2015
1,3403,95,5,1220,409657,0,15689,1,X,01,2015
1,3403,95,5,1220,130562,0,2815,2,X,01,2015
1,3403,95,6,1220,200665,0,5171,1,X,01,2015
1,3403,95,6,1220,71631,0,1244,2,X,01,2015
1,3403,96,5,1220,442206,0,13463,1,X,01,2015
1,3403,96,5,1220,11247,0,275,2,X,01,2015
1,3403,96,6,1220,97944,0,3550,1,X,01,2015
1,3403,97,6,1220,121562,0,1203,2,X,01,2015
1,3403,98,5,1220,3500532,0,3871,1,X,01,2015
1,3403,98,5,1220,162339,0,4360,2,X,01,2015
1,3404,12,5,1220,1712024,0,64408,1,X,01,2015
1,3404,21,5,1220,50022,0,3712,1,X,01,2015
1,3404,23,6,1220,23167,0,1649,1,X,01,2015
1,3404,39,5,1220,102757,0,4796,1,X,01,2015
1,3404,48,5,1220,3020,0,122,1,X,01,2015
1,3404,72,5,1220,11582,0,287,1,X,01,2015
1,3404,73,5,1220,198343,0,1526,1,X,01,2015
1,3404,73,6,1220,17145,0,1293,1,X,01,2015
1,3404,83,6,1220,7416,0,356,1,X,01,2015
1,3404,84,5,1220,134526,0,4363,1,X,01,2015
1,3404,85,5,1220,12283,0,267,1,X,01,2015
1,3404,85,5,1220,9329,0,204,2,X,01,2015
1,3404,87,5,1220,58181,0,975,1,X,01,2015
1,3404,90,5,1220,4718,0,97,2,X,01,2015
1,3404,94,5,1220,2711,0,105,1,X,01,2015
1,3404,95,5,1220,3355,0,122,1,X,01,2015
1,3406,20,6,1220,13294,0,632,1,X,01,2015
1,3406,23,6,1220,62677,0,1648,1,X,01,2015
1,3406,27,7,1220,81482591,0,0,1,X,01,2015
1,3406,39,5,1220,4124,0,194,1,X,01,2015
1,3406,39,6,1220,53502,0,1181,1,X,01,2015
1,3406,72,5,1220,4149,0,81,1,X,01,2015
1,3406,84,5,1220,9973,0,197,1,X,01,2015
1,3406,84,5,1220,7814,0,148,2,X,01,2015
1,3406,85,5,1220,2716,0,59,1,X,01,2015
1,3406,87,5,1220,10624,0,471,1,X,01,2015
1,3407,12,5,1220,7741,0,291,1,X,01,2015
1,3407,17,5,1220,4815,0,239,1,X,01,2015
1,3407,41,5,1220,3430,0,74,1,X,01,2015
1,3407,84,5,1220,64971,0,1904,1,X,01,2015
1,3407,85,5,1220,3198,0,70,1,X,01,2015
1,3407,87,5,1220,105682,0,1776,1,X,01,2015
1,3407,90,5,1220,3931,0,100,1,X,01,2015
1,3407,95,5,1220,4516,0,164,1,X,01,2015
1,3409,85,5,1220,3401,0,202,2,X,01,2015
1,3410,30,5,1220,7293,0,412,1,X,01,2015
1,3410,38,6,1220,12937,0,249,1,X,01,2015
1,3410,40,5,1220,140140,0,3742,1,X,01,2015
1,3410,40,5,1220,2838,0,193,2,X,01,2015
1,3410,40,8,1220,357146,0,14968,1,X,01,2015
1,3410,73,5,1220,3487,0,348,1,X,01,2015
1,3410,84,5,1220,86762,0,3155,1,X,01,2015
1,3413,39,5,1220,3171,0,61,1,X,01,2015
1,3413,40,5,1220,60200,0,3654,1,X,01,2015
1,3413,84,5,1220,43398,0,1292,1,X,01,2015
1,3413,90,5,1220,142382,0,276,1,X,01,2015
1,3414,48,6,1220,21661,0,2887,1,X,01,2015
1,3414,68,5,1220,5039,0,127,1,X,01,2015
1,3414,84,5,1220,27976,0,832,1,X,01,2015
1,3414,85,5,1220,2977,0,65,1,X,01,2015
1,3414,87,5,1220,6405,0,107,1,X,01,2015
1,3414,94,5,1220,4170,0,161,1,X,01,2015
1,3416,84,5,1220,16096,0,297,1,X,01,2015
1,3416,84,5,1220,16229,0,483,2,X,01,2015
1,3416,87,5,1220,7059,0,56,1,X,01,2015
1,3417,07,5,1220,41487,0,5796,1,X,01,2015
1,3417,07,5,1220,19435,0,2201,2,X,01,2015
1,3417,08,5,1220,31068,0,5041,1,X,01,2015
1,3417,08,5,1220,15463,0,3209,2,X,01,2015
1,3417,20,5,1220,23114,0,3712,1,X,01,2015
1,3417,20,5,1220,7032,0,531,2,X,01,2015
1,3417,39,5,1220,2748,0,94,1,X,01,2015
1,3419,27,5,1220,353888,0,34597,1,X,01,2015
1,3420,07,5,1220,100826,0,4397,1,X,01,2015
1,3420,39,5,1220,32196,0,937,1,X,01,2015
1,3420,84,5,1220,3522,0,16,1,X,01,2015
1,3421,12,5,1220,378617,0,8580,1,X,01,2015
1,3421,23,5,1220,7514,0,147,1,X,01,2015
1,3421,31,5,1220,18191,0,356,1,X,01,2015
1,3421,73,5,1220,30669,0,2866,1,X,01,2015
1,3421,84,5,1220,8899,0,264,1,X,01,2015
1,3422,02,5,1220,56386,0,928,1,X,01,2015
1,3422,07,5,1220,402880,0,15912,1,X,01,2015
1,3422,07,5,1220,117093,0,4505,2,X,01,2015
1,3422,08,5,1220,364378,0,12158,1,X,01,2015
1,3422,08,5,1220,273475,0,6717,2,X,01,2015
1,3422,10,5,1220,1045582,0,20642,1,X,01,2015
1,3422,12,5,1220,157938,0,7424,1,X,01,2015
1,3422,17,5,1220,3131,0,155,2,X,01,2015
1,3422,19,5,1220,23912,0,2692,1,X,01,2015
1,3422,20,5,1220,11338,0,270,1,X,01,2015
1,3422,23,5,1220,1154172,0,28974,1,X,01,2015
1,3422,27,5,1220,5607376,0,474017,1,X,01,2015
1,3422,27,7,1220,14245,0,1544,1,X,01,2015
1,3422,31,5,1220,890895,0,16683,1,X,01,2015
1,3422,31,5,1220,9241,0,131,2,X,01,2015
1,3422,33,5,1220,8442,0,251,1,X,01,2015
1,3422,38,5,1220,521329,0,20346,1,X,01,2015
1,3422,39,5,1220,119799,0,2400,1,X,01,2015
1,3422,39,5,1220,2605,0,89,2,X,01,2015
1,3422,40,5,1220,42619,0,912,1,X,01,2015
1,3422,44,5,1220,39428,0,1153,1,X,01,2015
1,3422,48,5,1220,5058,0,98,1,X,01,2015
1,3422,49,5,1220,4492,0,152,1,X,01,2015
1,3422,65,5,1220,4481,0,134,2,X,01,2015
1,3422,70,5,1220,6599,0,157,1,X,01,2015
1,3422,72,5,1220,344647,0,18525,1,X,01,2015
1,3422,72,5,1220,44625,0,851,2,X,01,2015
1,3422,73,5,1220,189290,0,6332,1,X,01,2015
1,3422,76,5,1220,48793,0,319,1,X,01,2015
1,3422,82,5,1220,22055,0,664,1,X,01,2015
1,3422,83,5,1220,22069,0,352,1,X,01,2015
1,3422,84,5,1220,1804108,0,31761,1,X,01,2015
1,3422,84,5,1220,265851,0,3795,2,X,01,2015
1,3422,85,5,1220,12868,0,250,1,X,01,2015
1,3422,85,5,1220,11989,0,262,2,X,01,2015
1,3422,87,5,1220,643674,0,12689,1,X,01,2015
1,3422,87,5,1220,214284,0,2814,2,X,01,2015
1,3422,90,5,1220,11379,0,218,1,X,01,2015
1,3422,94,5,1220,41408,0,786,1,X,01,2015
1,3422,95,5,1220,135154,0,1492,1,X,01,2015
1,3422,96,5,1220,15578,0,476,1,X,01,2015
1,3423,12,5,1220,13680,0,1924,1,X,01,2015
1,3423,22,5,1220,2865,0,47,1,X,01,2015
1,3423,39,5,1220,50271,0,827,1,X,01,2015
1,3423,44,5,1220,17127,0,335,1,X,01,2015
1,3423,72,5,1220,107309,0,5171,1,X,01,2015
1,3423,83,5,1220,13959,0,356,1,X,01,2015
1,3423,84,5,1220,12134,0,354,1,X,01,2015
1,3423,87,5,1220,265808,0,5187,1,X,01,2015
1,3423,95,5,1220,4975,0,5,1,X,01,2015
1,3424,16,5,1220,343078,0,3396,1,X,01,2015
1,3424,19,5,1220,58754,0,581,1,X,01,2015
1,3424,20,5,1220,30545,0,306,1,X,01,2015
1,3424,21,5,1220,41816,0,690,1,X,01,2015
1,3424,22,5,1220,17415,0,340,1,X,01,2015
1,3424,23,5,1220,83966,0,2283,1,X,01,2015
1,3424,23,6,1220,25706,0,504,1,X,01,2015
1,3424,27,5,1220,67734,0,3697,1,X,01,2015
1,3424,39,5,1220,26712,0,523,1,X,01,2015
1,3424,40,5,1220,5918,0,99,1,X,01,2015
1,3424,44,5,1220,29462,0,1209,1,X,01,2015
1,3424,68,5,1220,3316,0,84,1,X,01,2015
1,3424,69,5,1220,3167,0,112,2,X,01,2015
1,3424,73,5,1220,57093,0,1364,1,X,01,2015
1,3424,73,5,1220,14034,0,181,2,X,01,2015
1,3424,84,5,1220,449059,0,5566,1,X,01,2015
1,3424,84,5,1220,665849,0,7112,2,X,01,2015
1,3424,85,5,1220,11348,0,93,1,X,01,2015
1,3424,87,5,1220,116503,0,1196,1,X,01,2015
1,3424,87,5,1220,2673,0,21,2,X,01,2015
1,3424,89,5,1220,326030,0,3269,1,X,01,2015
1,3424,90,5,1220,17704,0,187,2,X,01,2015
1,3425,87,5,1220,29759,0,500,1,X,01,2015
1,3426,10,5,1220,34228,0,557,1,X,01,2015
1,3426,28,5,1220,15879,0,310,1,X,01,2015
1,3426,31,5,1220,21459,0,2694,1,X,01,2015
1,3426,48,5,1220,10641,0,208,1,X,01,2015
1,3426,72,5,1220,51582,0,6227,1,X,01,2015
1,3426,76,5,1220,24687,0,3029,1,X,01,2015
1,3426,87,5,1220,6810988,0,90109,1,X,01,2015
1,3426,87,5,1220,2223902,0,31091,2,X,01,2015
1,3430,31,6,1220,42017,0,1608,1,X,01,2015
1,34XX,03,3,1220,11294,5336,206,1,X,01,2015
1,34XX,09,3,1220,2570,74,50,2,X,01,2015
1,34XX,10,1,1220,7144,38726,126,1,X,01,2015
1,34XX,15,3,1220,6553,2041,96,1,X,01,2015
1,34XX,18,3,1220,4613,86,81,1,X,01,2015
1,34XX,21,3,1220,3372,1287,56,1,X,01,2015
1,34XX,22,3,1220,3974,17055,39,1,X,01,2015
1,34XX,23,1,1220,29930,86784,1863,1,X,01,2015
1,34XX,28,3,1220,20731,157,584,1,X,01,2015
1,34XX,30,3,1220,46937,83,499,1,X,01,2015
1,34XX,30,3,1220,2716,3,148,2,X,01,2015
1,34XX,32,3,1220,3773,16,148,1,X,01,2015
1,34XX,33,3,1220,286439,5922,1489,1,X,01,2015
1,34XX,33,3,1220,22980,960,22,2,X,01,2015
1,34XX,38,3,1220,15628,3174,221,1,X,01,2015
1,34XX,39,3,1220,37335,2025,1683,1,X,01,2015
1,34XX,39,3,1220,33699,81,177,2,X,01,2015
1,34XX,40,3,1220,8460,74,296,1,X,01,2015
1,34XX,40,3,1220,5748,116,317,2,X,01,2015
1,34XX,42,3,1220,24737,230,427,1,X,01,2015
1,34XX,42,3,1220,111029,1510,765,2,X,01,2015
1,34XX,49,3,1220,150437,1483,1467,1,X,01,2015
1,34XX,54,3,1220,3140,152,187,2,X,01,2015
1,34XX,56,3,1220,44852,14542,329,1,X,01,2015
1,34XX,61,3,1220,12773,76,646,2,X,01,2015
1,34XX,63,3,1220,2574,159,119,1,X,01,2015
1,34XX,70,3,1220,2801,112,148,1,X,01,2015
1,34XX,71,3,1220,231698,833,2719,1,X,01,2015
1,34XX,71,3,1220,3555,1,148,2,X,01,2015
1,34XX,72,3,1220,16872,3317,246,2,X,01,2015
1,34XX,73,3,1220,98776,7557,2442,1,X,01,2015
1,34XX,73,3,1220,6916,348,188,2,X,01,2015
1,34XX,73,5,2010,347749,0,0,1,0,01,2015
1,34XX,76,3,1220,6213,15,296,1,X,01,2015
1,34XX,76,3,1220,4541,70,82,2,X,01,2015
1,34XX,82,3,1220,26413,127,680,1,X,01,2015
1,34XX,82,3,1220,7206,72,246,2,X,01,2015
1,34XX,83,3,1220,114075,7725,1611,1,X,01,2015
1,34XX,84,3,1220,538238,9247,13988,1,X,01,2015
1,34XX,84,3,1220,653706,11097,10541,2,X,01,2015
1,34XX,84,5,2010,66342,0,0,1,0,01,2015
1,34XX,85,3,1220,450534,6131,8593,1,X,01,2015
1,34XX,85,3,1220,522146,1748,6209,2,X,01,2015
1,34XX,87,3,1220,102092,13460,2111,1,X,01,2015
1,34XX,87,3,1220,3138,174,139,2,X,01,2015
1,34XX,88,3,1220,603237,751,3276,1,X,01,2015
1,34XX,88,3,1220,173451,265,972,2,X,01,2015
1,34XX,90,3,1220,1188882,6189,9988,1,X,01,2015
1,34XX,90,3,1220,418805,913,2393,2,X,01,2015
1,34XX,94,3,1220,48973,119,444,1,X,01,2015
1,34XX,94,3,1220,12913,255,74,2,X,01,2015
1,34XX,95,3,1220,40216,665,601,1,X,01,2015
1,34XX,95,3,1220,44209,1058,648,2,X,01,2015
1,34XX,96,3,1220,4490,55,67,2,X,01,2015
1,3501,02,5,1220,41468,0,702,1,X,01,2015
1,3501,07,3,1220,13858,1397,545,1,X,01,2015
1,3501,12,3,1220,24239,6496,531,2,X,01,2015
1,3501,21,5,1220,16484,0,0,1,X,01,2015
1,3501,27,8,1220,15716,0,148,1,X,01,2015
1,3501,28,3,1220,3297,303,148,1,X,01,2015
1,3501,28,6,1220,27413,0,1305,1,X,01,2015
1,3501,29,3,1220,11765,1384,348,1,X,01,2015
1,3501,29,5,1220,17145,0,379,1,X,01,2015
1,3501,29,6,1220,139230,0,6630,1,X,01,2015
1,3501,30,3,1220,248956,2944,3574,1,X,01,2015
1,3501,30,3,1220,70314,270,1716,2,X,01,2015
1,3501,30,5,1220,7315,0,178,2,X,01,2015
1,3501,32,3,1220,4107,52,80,1,X,01,2015
1,3501,34,3,1220,12838,234,875,1,X,01,2015
1,3501,35,3,1220,3975,131,464,1,X,01,2015
1,3501,35,5,1220,3975,0,103,1,X,01,2015
1,3501,38,3,1220,297938,2004,10311,1,X,01,2015
1,3501,38,3,1220,108464,314,3303,2,X,01,2015
1,3501,38,6,1220,8415,0,49,1,X,01,2015
1,3501,39,3,1220,84713,6212,1597,1,X,01,2015
1,3501,39,3,1220,29289,2154,449,2,X,01,2015
1,3501,39,5,1220,50265,0,1238,1,X,01,2015
1,3501,39,5,1220,19278,0,474,2,X,01,2015
1,3501,40,3,1220,82034,1522,1757,1,X,01,2015
1,3501,40,3,1220,2526,53,323,2,X,01,2015
1,3501,40,5,1220,5512,0,148,1,X,01,2015
1,3501,42,3,1220,5226,89,108,1,X,01,2015
1,3501,42,3,1220,29266,373,498,2,X,01,2015
1,3501,42,5,1220,10922,0,205,2,X,01,2015
1,3501,44,3,1220,6304,39,123,1,X,01,2015
1,3501,48,3,1220,5748,1031,168,1,X,01,2015
1,3501,48,3,1220,2556,228,340,2,X,01,2015
1,3501,48,5,1220,26898,0,2314,1,X,01,2015
1,3501,49,3,1220,55820,2039,1639,1,X,01,2015
1,3501,54,3,1220,5939,836,116,2,X,01,2015
1,3501,59,3,1220,2544,18,79,1,X,01,2015
1,3501,59,3,1220,3629,114,187,2,X,01,2015
1,3501,61,3,1220,16186,1503,408,1,X,01,2015
1,3501,61,3,1220,17064,814,334,2,X,01,2015
1,3501,62,3,1220,3140,30,61,1,X,01,2015
1,3501,62,3,1220,19957,993,410,2,X,01,2015
1,3501,62,5,1220,6901,0,134,2,X,01,2015
1,3501,63,3,1220,14605,1670,286,1,X,01,2015
1,3501,63,5,1220,4474,0,146,1,X,01,2015
1,3501,64,3,1220,6027,215,174,2,X,01,2015
1,3501,65,3,1220,2735,127,144,1,X,01,2015
1,3501,67,3,1220,86166,1531,1588,2,X,01,2015
1,3501,68,3,1220,10260,204,423,1,X,01,2015
1,3501,68,3,1220,7731,226,1040,2,X,01,2015
1,3501,68,5,1220,4772,0,162,2,X,01,2015
1,3501,70,3,1220,60341,1379,1890,1,X,01,2015
1,3501,70,3,1220,6527,163,158,2,X,01,2015
1,3501,70,5,1220,18459,0,515,1,X,01,2015
1,3501,71,3,1220,1863061,1592,36806,1,X,01,2015
1,3501,71,3,1220,824180,190,16001,2,X,01,2015
1,3501,71,5,1220,20287,0,966,1,X,01,2015
1,3501,72,3,1220,2688,927,155,2,X,01,2015
1,3501,73,3,1220,91860,4661,1708,1,X,01,2015
1,3501,73,3,1220,22683,5887,2055,2,X,01,2015
1,3501,75,3,1220,4416,74,40,2,X,01,2015
1,3501,76,3,1220,2730,293,41,1,X,01,2015
1,3501,82,3,1220,76377,339,1596,1,X,01,2015
1,3501,82,3,1220,44568,78,1172,2,X,01,2015
1,3501,83,3,1220,6963,438,516,1,X,01,2015
1,3501,83,3,1220,12433,490,296,2,X,01,2015
1,3501,84,3,1220,1634910,13969,32590,1,X,01,2015
1,3501,84,3,1220,1000262,7359,21918,2,X,01,2015
1,3501,84,5,1220,370862,0,10360,1,X,01,2015
1,3501,84,5,1220,183457,0,2748,2,X,01,2015
1,3501,85,3,1220,1862588,9836,35970,1,X,01,2015
1,3501,85,3,1220,4939958,10729,80131,2,X,01,2015
1,3501,85,5,1220,195653,0,2601,1,X,01,2015
1,3501,85,5,1220,136025,0,2600,2,X,01,2015
1,3501,86,3,1220,8354,165,261,1,X,01,2015
1,3501,87,3,1220,41718,100,941,1,X,01,2015
1,3501,87,3,1220,5375,195,97,2,X,01,2015
1,3501,87,5,1220,17684,0,349,1,X,01,2015
1,3501,88,3,1220,189934,212,3558,1,X,01,2015
1,3501,88,3,1220,134845,499,596,2,X,01,2015
1,3501,90,3,1220,1046568,2599,23007,1,X,01,2015
1,3501,90,3,1220,494794,2081,10874,2,X,01,2015
1,3501,90,5,1220,124064,0,2830,1,X,01,2015
1,3501,90,5,1220,55113,0,883,2,X,01,2015
1,3501,91,3,1220,14197,14,576,2,X,01,2015
1,3501,92,3,1220,6309,30,388,1,X,01,2015
1,3501,93,3,1220,168325,543,1985,1,X,01,2015
1,3501,94,3,1220,5705,533,89,1,X,01,2015
1,3501,94,3,1220,16709,237,651,2,X,01,2015
1,3501,94,5,1220,3042,0,329,2,X,01,2015
1,3501,95,3,1220,32266,427,1240,1,X,01,2015
1,3501,95,3,1220,43637,548,3777,2,X,01,2015
1,3501,96,3,1220,18532,897,542,1,X,01,2015
1,3501,96,3,1220,3191,9,76,2,X,01,2015
1,3501,97,3,1220,17948,43,547,1,X,01,2015
1,3501,98,3,1220,7797,1559,152,2,X,01,2015
1,35XX,21,3,1220,7581,53,720,1,X,01,2015
1,35XX,27,8,1220,14100,0,303,1,X,01,2015
1,35XX,28,3,1220,5567,68,689,1,X,01,2015
1,35XX,30,3,1220,39689,262,2341,1,X,01,2015
1,35XX,30,3,1220,10998,20,387,2,X,01,2015
1,35XX,32,3,1220,5160,51,541,1,X,01,2015
1,35XX,33,3,1220,13790,135,835,1,X,01,2015
1,35XX,34,3,1220,6760,900,278,1,X,01,2015
1,35XX,38,3,1220,146813,442,5981,1,X,01,2015
1,35XX,38,3,1220,120874,1507,3266,2,X,01,2015
1,35XX,39,3,1220,74592,932,4582,1,X,01,2015
1,35XX,39,3,1220,20761,49,602,2,X,01,2015
1,35XX,39,3,2010,6800,76,0,1,0,01,2015
1,35XX,40,3,1220,31687,687,1943,1,X,01,2015
1,35XX,40,3,1220,11633,76,733,2,X,01,2015
1,35XX,42,3,1220,9923,115,961,2,X,01,2015
1,35XX,48,3,1220,15925,720,1385,1,X,01,2015
1,35XX,49,3,1220,202585,19615,5390,1,X,01,2015
1,35XX,49,3,1220,6570,814,219,2,X,01,2015
1,35XX,54,3,1220,17157,162,1647,1,X,01,2015
1,35XX,56,3,1220,28078,1637,586,1,X,01,2015
1,35XX,61,3,1220,8322,322,303,1,X,01,2015
1,35XX,61,3,1220,28669,925,2952,2,X,01,2015
1,35XX,62,3,1220,15523,147,1272,1,X,01,2015
1,35XX,62,3,1220,45409,1630,3349,2,X,01,2015
1,35XX,63,3,1220,21561,394,866,1,X,01,2015
1,35XX,63,3,1220,33986,2687,3523,2,X,01,2015
1,35XX,64,3,1220,5874,263,779,2,X,01,2015
1,35XX,65,3,1220,43568,3120,2300,1,X,01,2015
1,35XX,67,3,1220,2855,10,153,2,X,01,2015
1,35XX,68,3,1220,11872,281,1301,1,X,01,2015
1,35XX,68,3,2010,38400,45,0,1,0,01,2015
1,35XX,69,3,1220,3193,75,300,1,X,01,2015
1,35XX,69,3,1220,8191,71,769,2,X,01,2015
1,35XX,70,3,1220,24244,2020,567,1,X,01,2015
1,35XX,70,3,1220,6402,56,407,2,X,01,2015
1,35XX,71,3,1220,564242,161,5645,1,X,01,2015
1,35XX,71,3,1220,30819,238,1020,2,X,01,2015
1,35XX,72,3,1220,8134,1970,710,1,X,01,2015
1,35XX,73,3,1220,76199,6085,3966,1,X,01,2015
1,35XX,73,3,1220,24048,1249,2069,2,X,01,2015
1,35XX,76,3,1220,6391,8,162,1,X,01,2015
1,35XX,79,3,1220,4251,164,106,2,X,01,2015
1,35XX,82,3,1220,50174,343,2137,1,X,01,2015
1,35XX,82,3,1220,56164,195,2083,2,X,01,2015
1,35XX,83,3,1220,28875,2320,1283,1,X,01,2015
1,35XX,83,3,1220,30131,1726,3812,2,X,01,2015
1,35XX,83,3,2010,58107,9583,0,1,0,01,2015
1,35XX,84,3,1220,813172,9277,38829,1,X,01,2015
1,35XX,84,3,1220,1187625,5164,41949,2,X,01,2015
1,35XX,84,3,2010,2837,116,0,1,0,01,2015
1,35XX,84,5,1220,16566,0,736,1,X,01,2015
1,35XX,84,5,1220,5850,0,114,2,X,01,2015
1,35XX,85,3,1220,2032703,10074,63252,1,X,01,2015
1,35XX,85,3,1220,2330669,7305,50907,2,X,01,2015
1,35XX,85,3,2010,98068,108,0,1,0,01,2015
